Grade,Subject,Topic,SubTopic,title,description,link,index
3,Science,Food,Introduction to food,Food | Class 1 CBSE Science | Science Syllabus Live Videos | Video Training,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=NQHL9QxeNtU,156
3,Science,Force,Introduction to Force,Physics - What is Force?,Do we really know what Force means? Is it just a push or a pull on an object? Or is there something more to it? Watch this ...,https://www.youtube.com/watch?v=IJWEtCRWGvI,157
3,Science,Force,Introduction to Force,Physics - What is Force? - Part 1,Most people think that Force is just a push or a pull upon an object. But is there anything more to it? Watch this video to ...,https://www.youtube.com/watch?v=B6mi1-YoRT4,157
3,Science,Force,Introduction to Force,FORCE AND LAWS OF MOTION (FULL CHAPTER) | CLASS 9 CBSE,SUPPORT OUR WORK / DONATE :- https://tinyurl.com/Donate-Edumantra FORCE AND LAWS OF MOTION (FULL CHAPTER) | CLASS 9 CBSE ...,https://www.youtube.com/watch?v=-0asTLcK5S0,157
3,Science,Force,Introduction to Force,"Force, Work and Energy | #aumsum","Our topic for today is Force, Work and Energy. Force is the push or pull applied on an object. It can move a stationary object ...",https://www.youtube.com/watch?v=WSY4HzWZIlo,157
3,Science,Houses,Introduction to houses,Class 3 EVS - Housing | Different Types Of Houses | CBSE Board,"Useful for CBSE, ICSE, All State Boards Grade: 3 Subject: EVS Lesson: HOUSES AND THE ENVIRONMENT Many unique ...",https://www.youtube.com/watch?v=AQ9p4bHo8Lc,158
3,Science,Houses,Introduction to houses,Science - Different Types of Houses and Building Materials  - English,It explains about types of houses and importance of house. It also explains which house is suitable for which kind of climate ...,https://www.youtube.com/watch?v=-casfzsV8p4,158
3,Science,Houses,Introduction to houses,CBSE Class 2 Science : Our Houses | Class 2 Science School Syllabus | CBSE Class 2 Videos | NCERT,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=gmNQb8Yx6CU,158
3,Science,Houses,Introduction to houses,Houses | Class 1 CBSE Science | Science Syllabus Live Videos | Video Training,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=GQZeDLVy1Do,158
3,Science,Houses,Types of houses,Different Types of Houses: Useful List of House Types in English with Pictures,Different Types of Houses! https://7esl.com/types-of-houses/ Types of Houses • Log cabin • Lighthouse • Nursing home • Castle ...,https://www.youtube.com/watch?v=T9c8UIPNxkQ,159
3,Science,Houses,Types of houses,Houses around us for class 2 - Different types of houses,Houses around us for class 2 Houses around us - Everyday Science.,https://www.youtube.com/watch?v=j_zmwecbssA,159
3,Science,Houses,Types of houses,Types of Houses,"People live in different types of houses in different parts of India depending on the weather conditions like hotness, rainfall or ...",https://www.youtube.com/watch?v=1suuWeuhpao,159
3,Science,Houses,Types of houses,Different types of houses,2nd class.,https://www.youtube.com/watch?v=HpiWRW8noyc,159
3,Science,Human Body,Introduction to Human Body,Introduction to Human body,Class 1: EVS: The Human Body: Introduction to Human body.,https://www.youtube.com/watch?v=XFInu3F9toA,160
3,Science,Living and non living things,Characteristic of living things,Class 3 Science - Living and Non-living Things | Characteristics of Living and Non-living Things,Octopus K-12 SD card solution provides educational help to the students of class 1 to 12. The device-specific application for ...,https://www.youtube.com/watch?v=DFfiB9xJiwQ,161
3,Science,Living and non living things,Characteristic of living things,Living and Non living Things | Science For Kids | Grade 3 | Periwinkle,"Living and Non living Things Hi Kids, All things can be classified between Living & Non Living Things. Things that can breathe, eat ...",https://www.youtube.com/watch?v=saL8acHZJ8Q,161
3,Science,Living and non living things,Characteristic of living things,DIFERENCE BETWEEN LIVING THINGS AND NON  LIVING THINGS,"Useful for CBSE, ICSE, NCERT & International Students Grade 6 Subject: science Lesson : LIVING THINGS AROUND US Topic: ...",https://www.youtube.com/watch?v=LwkFoy1k2pI,161
3,Science,Matter,Introduction to matter,Introduction to Matter,Smartlearning.in Demos.,https://www.youtube.com/watch?v=-6y4dJJPaxE,162
3,Science,Matter,Introduction to matter,Introduction to Matter,Smartlearning.in Demos.,https://www.youtube.com/watch?v=bg2c24vzgqk,162
3,Science,Matter,Introduction to matter,Introduction to Matter,Introduction to Matter.,https://www.youtube.com/watch?v=oLxY3F43fBI,162
3,Science,Matter,Introduction to matter,Introduction to matter,Please subscribe.,https://www.youtube.com/watch?v=_v7GAbqLBCY,162
3,Science,Matter,States of matter,States of Matter,"Useful for CBSE, ICSE, NCERT & International Students Grade : 5 Subject : Environmental Science Lesson : States of Matter ...",https://www.youtube.com/watch?v=LUq7x-y_S14,163
3,Science,Matter,States of matter,Interconversion of states Matter,"Useful for CBSE, ICSE, NCERT & International Students Grade : 9 Subject :Chemistry Lesson :Matter in our Surroundings Topic: ...",https://www.youtube.com/watch?v=jhTSRojj8K8,163
3,Science,Matter,States of matter,Class On States Of Matter (IX Chemistry CBSE),We provide live expert tutoring for all important subjects covering both State Board and CBSE syllabi. With the help of the best ...,https://www.youtube.com/watch?v=UKEX0q6dUdk,163
3,Science,Matter,States of matter,Matter : States of Matter,,https://www.youtube.com/watch?v=tJqrNMSErpQ,163
3,Science,Our Clothes,Introduction to clothes,study video,education future,,164
3,Science,Our Clothes,Introduction to clothes,CBSE Class 2 Science : Clothes | Class 2 Science School Syllabus | CBSE Class 2 Videos | NCERT,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=iVZEvgqpxCs,164
3,Science,Our Clothes,Introduction to clothes,Clothing | Class 1 CBSE Science | Science Syllabus Live Videos | Video Training,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=UW0gGQ7406c,164
3,Science,Our Clothes,Introduction to clothes,Our Clothes,Our content consists of the entire syllabus in a fun learning method with various sounds and animations. It is as per the ...,https://www.youtube.com/watch?v=Vynktf-SaxI,164
3,Science,Plant Life,Introduction to Plant Life,Science For Class 3 : Plant Life | Science Videos For Kids | Science Projects,Pebbles present Learn Science For Class 3. Learn Science for Kids with animated examples & excellent voice over in HD Quality.,https://www.youtube.com/watch?v=k75lUIETJOA,165
3,Science,Plant Life,Introduction to Plant Life,Class 3 - EVS - Plant life,"Through this video, you will learn about Plant Life Plants also have several parts like roots, stem, leaves, flowers and fruits.",https://www.youtube.com/watch?v=jki4jd2q0-o,165
3,Science,Plant Life,Introduction to Plant Life,TISSUE (FULL CHAPTER) | CLASS 9 CBSE,"SUPPORT OUR WORK / DONATE :- https://tinyurl.com/Donate-Edumantra TISSUE (FULL CHAPTER) | CLASS 9 CBSE, PLANT TISSUE, ANIMAL ...",https://www.youtube.com/watch?v=HUh8Whurs1A,165
3,Science,Plant Life,Introduction to Plant Life,Plant Life CBSE class 5 Science,In this video you will know 1. How plants grow from seeds and other body parts of plats 2. The structure of seed 3. Conditions ...,https://www.youtube.com/watch?v=5WB_A7A8vXQ,165
3,Science,Plant Life,Root system,Parts of Plant | CBSE Class 3,A very easy to understand audio- video module explaining parts of plants and their functions to grade 3 students. Credit for ...,https://www.youtube.com/watch?v=LraF5dOY_A4,166
3,Science,Plant Life,Root system,The Root System | Different Kind Roots | Tap Root & Fibrous Roots | Periwinkle,"The Root System Hi Friends, In this video we will learn about the Root System. We will also lean about the difference between Tap ...",https://www.youtube.com/watch?v=_-ROXGqBSxI,166
3,Science,Plant Life,Root system,LIFE PROCESS (FULL CHAPTER) | CLASS 10 CBSE BIOLOGY,"SUPPORT OUR WORK / DONATE :- https://tinyurl.com/Donate-Edumantra LIFE PROCESS (FULL CHAPTER) | CLASS 10 CBSE BIOLOGY, NCERT ...",https://www.youtube.com/watch?v=dtx6NzL5PbM,166
3,Science,Plant Life,Root system,The Root System,Learn about the Root System of a plant and its Functions.,https://www.youtube.com/watch?v=diAtvWhKgRo,166
3,Science,Plant Life,Shoot system,Parts of Plant | CBSE Class 3,A very easy to understand audio- video module explaining parts of plants and their functions to grade 3 students. Credit for ...,https://www.youtube.com/watch?v=LraF5dOY_A4,167
3,Science,Plant Life,Shoot system,Class 3 - EVS - Plant life,"Through this video, you will learn about Plant Life Plants also have several parts like roots, stem, leaves, flowers and fruits.",https://www.youtube.com/watch?v=jki4jd2q0-o,167
3,Science,Plant Life,Shoot system,Science - Shoot System And Functions - English,This animated video in English explains what shoot system is and its functions. It also describes different parts of stem. It explains ...,https://www.youtube.com/watch?v=cYkvsD_jWSM,167
3,Science,Plant Life,Shoot system,Shoot system of plants-Class6-Science-NSONSTSE,"In this video,let us learn about the shoot system of plants.The shoot system of plants has stem,leaves,flowers and fruits.What is the ...",https://www.youtube.com/watch?v=3uG1Kkigds0,167
3,Science,Pollution,Introduction to Pollution,Introduction to Pollution | Environmental Science | EVS | LetsTute,"Check out our video on ""Introduction to Pollution"" This video covers all about ""Pollution"" - Introduction to Pollution - Definition of ...",https://www.youtube.com/watch?v=L5B-JMnBIyQ,168
3,Science,Pollution,Introduction to Pollution,Introduction to Pollution | Environmental Science | Cause and its effects (PowerPoint presentation),"Hi ...Guys , This video explains all about ""Pollution"" - Introduction to Pollution Pollution is the introduction of contaminants into the ...",https://www.youtube.com/watch?v=ZxVr-ta8X1Y,168
3,Science,Safety and first aid,Introduction to First aid,study video,education future,,169
3,Science,Safety and first aid,Introduction to First aid,Safety and First Aid | Science Video For Kids | Periwinkle,Safety and First Aid | Science Video For Kids | Periwinkle Watch our other videos: English Stories for Kids: ...,https://www.youtube.com/watch?v=_lDz5fw5cOU,169
3,Science,Safety and first aid,Introduction to First aid,Cbse 4th CBSE SCIENCE | Safety & First Aid | NCERT | CBSE Syllabus | Animated Video,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=hRvGozdk56c,169
3,Science,Safety and first aid,Introduction to First aid,Operation Ouch - First Aid Training | Science for Kids,Subscribe to the Operation Ouch official channel! Click here: https://www.youtube.com/c/operationouch Minor injury! Dr.Chris and ...,https://www.youtube.com/watch?v=nyhSHIf0r04,169
3,Science,Safety and first aid,Introduction to Safety,Safety and First Aid | Science Video For Kids | Periwinkle,Safety and First Aid | Science Video For Kids | Periwinkle Watch our other videos: English Stories for Kids: ...,https://www.youtube.com/watch?v=_lDz5fw5cOU,170
3,Science,Safety and first aid,Introduction to Safety,Cbse 4th CBSE SCIENCE | Safety & First Aid | NCERT | CBSE Syllabus | Animated Video,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=hRvGozdk56c,170
3,Science,Safety and first aid,Introduction to Safety,SAFETY AND FIRSTAID,"Useful for CBSE, ICSE, NCERT & International Students Grade 2 Subject: EVS Lesson : Safety First Topic: SAFETY AND FIRST ...",https://www.youtube.com/watch?v=SKCcd4EX-1A,170
3,Science,Safety and first aid,Introduction to Safety,Safety And First Aid ( Grade 3 Science ),Keeping safe and healthy is very important. There are many rules to keep ourselves safe from injuries and danger. We need ...,https://www.youtube.com/watch?v=CNF6diGEAkM,170
3,Science,Soil,Introduction to soil,Formation of Soil- What is sand? Is it different from soil?,Find out the answers to these Learn through interactive videos,,171
3,Science,Soil,Introduction to soil,What is the main element of soils?,"what is the main element of soils,soil,essential elements,soil definition,nutrition in plants,plant and soil,what is soil made of ...",https://www.youtube.com/watch?v=ObNZplDKVHo,171
3,Science,Soil,Kinds of soil,Formation of Soil- What is sand? Is it different from soil?,Find out the answers to these Learn through interactive videos,,172
3,Science,Soil,Kinds of soil,What is the soil?,"what is the soil,soil,types of soil,soil definition,gas laws,soil horizons,organic matter,soil profile,boyle's law,what is soil,algorithm ...",https://www.youtube.com/watch?v=j0qZumfHFlo,172
3,Science,Soil,Soil Profile,Formation of Soil- What is sand? Is it different from soil?,Find out the answers to these Learn through interactive videos,,173
3,Science,Soil,Soil Profile,The Soil - Soil Profile - Soil Composition | CBSE NCERT Class 5 Lesson,"The Soil - Soil Profile - Soil Composition, Soil Erosion and Types of Soil CBSE NCERT Class 5 Lesson by Soma Mukhopadhyay ...",https://www.youtube.com/watch?v=NHCkUmIWm6s,173
3,Science,Soil,Soil Profile,The Soil Profile - Kids Science Experiments,"Welcome to Champak SciQ, where we teach you simple science experiments which you can do it at home. Here are all the things ...",https://www.youtube.com/watch?v=VeuQeAxJIjs,173
3,Science,Soil,Soil Profile,Soil Profile,"Useful for CBSE, ICSE, NCERT & International Students Grade : 7 Subject :Biology Lesson : Soil Topic: Soil Profile Video The soil ...",https://www.youtube.com/watch?v=qWv9xtVUwwk,173
3,Science,The Universe,Story of the Universe,Science For Class 3 : Our Universe | Science Videos For Kids | Science Projects,Pebbles present Learn Science For Class 3. Learn Science for Kids with animated examples & excellent voice over in HD Quality.,https://www.youtube.com/watch?v=axZIUgktdBg,174
3,Science,The Universe,Story of the Universe,"""THE UNIVERSE""  CHAPTER CLASS 3 & 4 SCIENCE CBSE BY PRIYANKA MAM",PERSONAL TUTOR IS ONE OF THE PIONEER IN THE FIELD OF EDUCATION WHICH PROVIDES EDUCATIONAL SERVICES PAN INDIA WITH THE HELP OF ...,https://www.youtube.com/watch?v=hn8o1xup4RM,174
3,Science,The Universe,Story of the Universe,Class III Social  The Earth in the Universe,"Class III Social The Earth in the Universe: The Universe,Stars,Constellation,Solar System,Sun is a star,The Planets,The Earth ...",https://www.youtube.com/watch?v=szpbdDP_F9c,174
3,Science,The Universe,Story of the Universe,"The Origin of the Universe, Earth and Life - Formation of Planets in Solar System Documentary","The term ""evolution"" usually refers to the biological evolution of living things. But the processes by which planets, stars, galaxies, ...",https://www.youtube.com/watch?v=xVDCCHibQq4,174
3,Science,Water,Sources of water,"CBSE: Class 3:  Science: Water, its Sources and Utilities","Sources of water- River, Sea, ocean, Tube well, wells - Rainwater - Water from melting snow - Irrigation and Canal, - Longest river ...",https://www.youtube.com/watch?v=X4ttBFuFJrY,175
3,Science,Water,Sources of water,Water Sources and How do we use water? : Class 3 Environmental Studies,"After completing this chapter, the students will be learn How do we use water? and identify the places from where we get water.",https://www.youtube.com/watch?v=f2qMo9tJJ_8,175
3,Science,Water,Sources of water,SOURCES OF WATER,"Useful for CBSE, ICSE, NCERT & International Students Grade 07 Subject: SCIENCE Lesson : Water: A Precious Resource Topic: ...",https://www.youtube.com/watch?v=Sy9vfVRfopA,175
3,Science,Water,Sources of water,Science - Water is life and Sources of Water - CBSE board (English),This video explains about sources of water and importance of water. The video mapped to CBSE board curriculum. Knowledge ...,https://www.youtube.com/watch?v=pIswv1ugP1A,175
3,Science,Water,Uses of water,Science - Importance Of Water (for children)- English,"It explains why water is so important for us. It shows the usage of water in daily life as well as in other areas like industry, ...",https://www.youtube.com/watch?v=U0DeuiDv1MM,176
3,Science,Water,Uses of water,Water & Its Uses,"Let's learn about Water & its Uses. For More Updates, Subscribe to; For Best Nursery Rhymes: ...",https://www.youtube.com/watch?v=eV-z9KAqn9k,176
3,Science,Water,Uses of water,Uses of Water,Class 6: Science: Water: Uses of Water.,https://www.youtube.com/watch?v=IizrW_6jfgg,176
3,Science,Water,Uses of water,Short story on the uses of water  for kids - English,This animated video helps pre-schoolers and kindergarten children to learn the different uses of water and its importance while ...,https://www.youtube.com/watch?v=Rzurl5oOBiQ,176
4,Mathematics,Addition,Addition of 4 digit numbers,Addition of 4 Digit Numbers,http://www.magicpathshala.com - Learn how to add 4-digit numbers! Visit us at our website Magic Pathshala for follow up activities ...,https://www.youtube.com/watch?v=TAB9vg6cNWE,177
4,Mathematics,Addition,Addition of 4 digit numbers,Addition of 4 digit numbers without carry,Create your personal learning account. Register for FREE at http://www.deltastep.com DeltaStep is a social initiative by graduates ...,https://www.youtube.com/watch?v=JGgIMLaIqhQ,177
4,Mathematics,Addition,Addition of 4 digit numbers,Class 4: Addition of 5 Digit Numbers,Class 4 Math Lesson: Addition of 5 Digit Numbers More lessons and exercises available at www.learnoid.com Register Free to ...,https://www.youtube.com/watch?v=8yqPvNsS3NI,177
4,Mathematics,Addition,Addition of 4 digit numbers,Addition of 4-digit number,Addition of 4-digit number For Class 3 Series: Mathematics Success Buy online from www.goyal-books.com.,https://www.youtube.com/watch?v=uzAF0iewbjM,177
4,Mathematics,Addition,Addition of large numbers,Class 4: Addition of 5 Digit Numbers,Class 4 Math Lesson: Addition of 5 Digit Numbers More lessons and exercises available at www.learnoid.com Register Free to ...,https://www.youtube.com/watch?v=8yqPvNsS3NI,178
4,Mathematics,Addition,Addition of large numbers,Class-4 Maths CH-1 part-1(LARGE NUMBER),"Class-4 maths,5-digit nos,nos,7-digit nos, how to represent the nos in Abacus.successors and Predecessors.",https://www.youtube.com/watch?v=nD0s5Xg88QU,178
4,Mathematics,Addition,Addition of large numbers,"""COMPARING NUMBER "" CLASS 4 MATH CBSE CHAPTER LARGE NUMBERS",PERSONAL TUTOR IS ONE OF THE PIONEER IN THE FIELD OF EDUCATION WHICH PROVIDES EDUCATIONAL SERVICES PAN INDIA WITH THE HELP OF ...,https://www.youtube.com/watch?v=Q6sVhTnpVUc,178
4,Mathematics,Addition,Addition of large numbers,CBSE CLASS 4 : MATHS-ADDITION AND SUBTRACTION,Digital contents application in DVD with coupon code to activate any one standard from class 1-12 of CBSE/ ICSE Board.,https://www.youtube.com/watch?v=w8iDSAwdP6A,178
4,Mathematics,Addition,Word Problems,Addition Word Problems | Word Problems on Addition | Maths For Class 2 | Maths Basics CBSE Children,"Pebbles present, Learn Maths For Kids. Live Teacher explanation, Classroom Teaching Lessons to Learn Maths Basics For Class ...",https://www.youtube.com/watch?v=DJrHRdZ9WgU,179
4,Mathematics,Addition,Word Problems,"Word Problems on Addition, Subtraction, Multi & Divi (SHORT KEYWORDS)| CLASS 3-10 | MATHS",Prime/ Co-Prime/ Twin Prime numbers - https://www.youtube.com/watch?v=0pW1nRkw3-8&list=PLd1H6c0C6CssMTSUzX5ZGuGswY5jtj6wR ...,https://www.youtube.com/watch?v=KPCEudrIM84,179
4,Mathematics,Addition,Word Problems,How to solve 4th grade addition and subtraction word problems,"I have prepared a video that models the 4th grade expectations of close reading a multi step math word problem, using a tape ...",https://www.youtube.com/watch?v=nnV4nHprrdY,179
4,Mathematics,Addition,Word Problems,Maths - Addition Word Problems -- Part 1 - English,The video explains how to solve addition word problems step by step (e.g. In a village there are 9647 male voters and 9367 ...,https://www.youtube.com/watch?v=ZV4aRt-5p8M,179
4,Mathematics,Area and Perimeter,Introduction to Area and Perimeter,Class - 4 - Maths - Areas and Perimeter,"Through this video, you will learn about Areas and Perimeter Area and Perimeter are the two important fundamentals topics of ...",https://www.youtube.com/watch?v=zjqJBHCHQQY,180
4,Mathematics,Area and Perimeter,Introduction to Area and Perimeter,Class 4 Maths - Areas and Perimeter | Introduction To Perimeter,"Useful for CBSE, ICSE, All State Boards Grade: 4 Subject: MATHS Lesson: Area and perimeter Topic: AREA AND PERIMETER ...",https://www.youtube.com/watch?v=ng-2rEyQPP0,180
4,Mathematics,Area and Perimeter,Introduction to Area and Perimeter,Perimeter and Area,"Rachna Sagar Pvt. Ltd. is an educational publisher, publishing books for grades Pre-School to 12 for CBSE and ICSE boards.",https://www.youtube.com/watch?v=jtUuyv7pQiU,180
4,Mathematics,Area and Perimeter,Introduction to Area and Perimeter,Class 5 Perimeter & Area,Class 5 Perimeter & Area (Square & Rectangle).,https://www.youtube.com/watch?v=1IiT39w9TS0,180
4,Mathematics,Capacity,Multiplication and Division of capacity,Multiplication of Integers,Learn through interactive videos For more such videos download BYJUS,,181
4,Mathematics,Capacity,Multiplication and Division of capacity,Multiplication and Division of Capacity Measures,Multiplication and Division of Capacity Measures (by conversion),https://www.youtube.com/watch?v=j72cAi7-8ik,181
4,Mathematics,Capacity,Multiplication and Division of capacity,"WHAT IS METRIC MEASURES"" CLASS 4 MATH CBSE CHAPTER METRIC MEASURES",PERSONAL TUTOR IS ONE OF THE PIONEER IN THE FIELD OF EDUCATION WHICH PROVIDES EDUCATIONAL SERVICES PAN INDIA WITH THE HELP OF ...,https://www.youtube.com/watch?v=89VVIqvMxjo,181
4,Mathematics,Capacity,Multiplication and Division of capacity,"Explore Math Class 4, Unit 10, 08 Multiplication and division of metric measures",,https://www.youtube.com/watch?v=cpTXdpT_3FY,181
4,Mathematics,Capacity,Subtraction of capacity,""" CONVERSION OF UNIT OF MEASURE OF CAPACITY"" CLASS 4 MATH CBSE CHAPTER METRIC MEASURES",PERSONAL TUTOR IS ONE OF THE PIONEER IN THE FIELD OF EDUCATION WHICH PROVIDES EDUCATIONAL SERVICES PAN INDIA WITH THE HELP OF ...,https://www.youtube.com/watch?v=Gdmfb5acLH4,182
4,Mathematics,Capacity,Subtraction of capacity,Measurement - Capacity,"Learn about litre, millilitre, conversion of litres into millilitres, conversion of millilitres into litres, addition of litres and millilitres, ...",https://www.youtube.com/watch?v=tcg0pmZVDmU,182
4,Mathematics,Capacity,Subtraction of capacity,4 Math - Measurement - Capacity,Here is a set of free learning resources made available to the public. as part of Arpita Karkarey's Walnut Learning System to ...,https://www.youtube.com/watch?v=O-6K3fDSzgE,182
4,Mathematics,Capacity,Subtraction of capacity,Measurement of Capacity | Maths For Class 2 | Maths Basics For CBSE Children,"Pebbles present, Learn Maths For Kids. Live Teacher explanation, Classroom Teaching Lessons to Learn Maths Basics For Class ...",https://www.youtube.com/watch?v=TA7q7cEdyZE,182
4,Mathematics,Circles,Introduction to Circles,Introduction to Circles,Learn through interactive videos For more such videos download BYJUS,,183
4,Mathematics,Circles,Introduction to Circles,"Class 11 Maths, Circles – Introduction to Circles",A Circle is defined as a closed shape with a set of points in a plane at a specific distance from the center. In general the ...,https://www.youtube.com/watch?v=5nG0rrrbutw,183
4,Mathematics,Circles,Introduction to Circles,"Angles in circle, chord and circle, class 9, cyclic quadrilateral","Angles in circle, chord and circle, class 9, cyclic quadrilateral. Circles and their Chords. Angles Within Circles Circles : Class 9 IX ...",https://www.youtube.com/watch?v=PZJOV5olzAY,183
4,Mathematics,Circles,Introduction to Circles,"Equations of Circles, Introduction to Circles,Questions with solutions.",You are watching BIC VIDEO LEARNING. www.bicpuc.com.,https://www.youtube.com/watch?v=AfA3RDe6Ffs,183
4,Mathematics,Data Handling,Bar Graph,Drawing a Bar Graph | Class 6 Mathematics Data Handling,Drawing a Bar Graph | Class 6 Mathematics Data Handling by Parul Madan Scholarslearning.com is an online education portal ...,https://www.youtube.com/watch?v=E3vppMlbOlo,184
4,Mathematics,Data Handling,Bar Graph,Bar Graph and Double Bar Graph | Data Handling | Maths | Class 8th | In Hindi | Magnet Brains,Free Complete Course: https://www.magnetbrains.com/course/class-8th-maths/ Chapter 5.3 -Data Handling - Bar Graph and ...,https://www.youtube.com/watch?v=iqmrgifSnUY,184
4,Mathematics,Data Handling,Bar Graph,Drawing a Bar Graph | Data Handling | CBSE Class 6 Maths,After completing this video learner will understand the concept of Drawing a Bar Graph. Access all educational video only on ...,https://www.youtube.com/watch?v=UsCy9qWyRjo,184
4,Mathematics,Data Handling,Bar Graph,Maths Data Handling part 12 (Double Bar Graph) CBSE Class 7  Mathematics VII,Maths Data Handling part 12 (Double Bar Graph) CBSE Class 7 Mathematics VII.,https://www.youtube.com/watch?v=Mw3n3DPnw4k,184
4,Mathematics,Data Handling,Pictograph,Maths - आंकड़ों का प्रबंधन - चित्रालेख  Data Handling  Pictograph (Pictogram ) - Hindi,"The video in Hindi explains what pictograph is. It shows how to accumulate, count and represent data pictorially using pictograph ...",https://www.youtube.com/watch?v=s3kGhW19kEA,185
4,Mathematics,Data Handling,Pictograph,Data Handling- Pictograph and Bar graph class-8,This video on mathematics subject from Kriti Educational Videos explains about Data Handling. The concept explained in this ...,https://www.youtube.com/watch?v=R2E2LXr377w,185
4,Mathematics,Data Handling,Pictograph,"""PICTOGRAPH IN DATA HANDLING"" CLASSS 4 MATH CBSE CHAPTER N DATA HANDLING",PERSONAL TUTOR IS ONE OF THE PIONEER IN THE FIELD OF EDUCATION WHICH PROVIDES EDUCATIONAL SERVICES PAN INDIA WITH THE HELP OF ...,https://www.youtube.com/watch?v=clzIQPhRIHY,185
4,Mathematics,Data Handling,Pictograph,NCERT CLASS;DATA HANDLING REPRESENTING DATA:PICTOGRAPH(INS KHAN ACADEMY),PLZ LIKE SHARE AND SUBSCRIBE.,https://www.youtube.com/watch?v=JjSKHIlzzTY,185
4,Mathematics,Data Handling,Pie Chart,Maths - Data Handling - Pie Chart - English,"Hello, BodhaGuru Learning proudly presents an animated video in English which explains what pie chart is. It also shows how to ...",https://www.youtube.com/watch?v=KcMDB5peoTw,186
4,Mathematics,Data Handling,Pie Chart,Maths Data Handling part 14 (Drawing Pie charts) CBSE Class 8 Mathematics VIII,Maths Data Handling part 14 (Drawing Pie charts) CBSE Class 8 Mathematics VIII.,https://www.youtube.com/watch?v=dBMPiJOT2xE,186
4,Mathematics,Data Handling,Pie Chart,Drawing Pie Charts,A video that shows you how to draw a PERFECT pie chart.,https://www.youtube.com/watch?v=p_nPxTRuLxo,186
4,Mathematics,Data Handling,Pie Chart,Maths Data Handling part 15 (Interpretation of Pie chart) CBSE Class 8 Mathematics VIII,Maths Data Handling part 15 (Interpretation of Pie chart) CBSE Class 8 Mathematics VIII.,https://www.youtube.com/watch?v=OSaA-c5WLwQ,186
4,Mathematics,Decimals,Comparing Decimals,"Comparing Decimals maths class 1,2,3,4,5,6,7 trick shortcuts online videos cbse ncert puzzles","Comparing Decimals maths class 1,2,3,4,5,6,7 trick shortcuts online videos cbse ncert puzzles for kids comparing tenths ...",https://www.youtube.com/watch?v=iLMAzJtkMRo,187
4,Mathematics,Decimals,Comparing Decimals,Class 6- Decimals- Comparing decimals- 03,,https://www.youtube.com/watch?v=TcrjTgQL-XI,187
4,Mathematics,Decimals,Comparing Decimals,Example of Decimal Comparison,Class 6: Mathematics: Understanding Decimals: Example of Decimal Comparison.,https://www.youtube.com/watch?v=XU3_prJu33o,187
4,Mathematics,Decimals,Comparing Decimals,Class 6- Decimals- Comparing decimals- 02,,https://www.youtube.com/watch?v=CPSgvqqp5MU,187
4,Mathematics,Decimals,Conversion of Decimals,Introduction to decimals | Decimals | 4th grade | Khan Academy,An introduction to decimal numbersÂ??Ã??Ã??understanding place value to the right of the decimal Practice this lesson yourself ...,https://www.youtube.com/watch?v=BItpeFXC4vA,188
4,Mathematics,Decimals,Conversion of Decimals,Decimals,"Rachna Sagar Pvt. Ltd. is an educational publisher, publishing books for grades Pre-School to 12 for CBSE and ICSE boards.",https://www.youtube.com/watch?v=KZCYSdvyiks,188
4,Mathematics,Decimals,Conversion of Decimals,"""Decimals"" Chapter 8 - Introduction - Class 6th Maths","Decimals Introduction Chapter 8 Class 6th mathematics, NCERT solutions for Class 6th Maths. Get Textbook solutions for maths ...",https://www.youtube.com/watch?v=mAnfRhl2ISc,188
4,Mathematics,Decimals,Conversion of Decimals,Fractions to Decimals - 4th Grade - Education Galaxy,"Visit http://www.educationgalaxy.com to learn more. Education Galaxy provides online assessment, instruction, and practice for ...",https://www.youtube.com/watch?v=wO79d9CSbXU,188
4,Mathematics,Decimals,Introduction to Decimals,What is Science ?,Know the Science with Facts More Interesting Science Videos,,189
4,Mathematics,Decimals,Introduction to Decimals,Decimal Numbers in Hindi || Maths By RR Choudhary Sir,Demo Class Decimal Numbers By RR Choudhary Sir Download Power Mind Institute App (India's No.1 App for Bank & SSC ...,https://www.youtube.com/watch?v=NGeJ8PpHcYU,189
4,Mathematics,Decimals,Operations on Decimals,Introduction to decimals | Decimals | 4th grade | Khan Academy,An introduction to decimal numbersÂ??Ã??Ã??understanding place value to the right of the decimal Practice this lesson yourself ...,https://www.youtube.com/watch?v=BItpeFXC4vA,190
